temperature,humidity,soil_moisture,aqi_sensor,pump_state
0.14,1.08,DRY,673.67,ON
45.5,75.71,WET,830.71,OFF
32.04,6.94,DRY,654.19,ON
23.36,10.09,DRY,983.21,ON
47.16,98.96,WET,372.33,OFF
12.34,69.1,WET,21.74,OFF
5.23,81.4,WET,662.37,OFF
26.59,48.65,WET,332.63,OFF
17.79,30.9,DRY,943.99,ON
51.23,63.95,DRY,487.0,ON
13.28,69.62,DRY,307.09,ON
41.84,58.13,DRY,754.31,ON
25.98,43.86,DRY,237.73,ON
32.36,84.06,DRY,588.21,ON
13.04,30.84,DRY,246.73,ON
34.97,51.63,WET,590.12,OFF
57.79,19.95,WET,902.71,ON
43.85,91.32,DRY,242.45,ON
0.96,5.83,DRY,239.44,ON
23.63,33.62,DRY,516.42,ON
51.3,45.11,DRY,244.8,ON
1.29,19.1,DRY,89.34,ON
21.04,91.78,DRY,117.22,ON
18.32,32.67,DRY,301.25,ON
35.79,65.49,WET,189.02,OFF
45.95,94.68,WET,79.82,OFF
57.38,55.38,WET,504.53,ON
13.34,96.04,WET,656.23,OFF
58.44,48.13,DRY,507.39,ON
28.2,36.7,WET,561.21,OFF
16.19,88.35,DRY,143.77,ON
49.29,21.53,DRY,707.02,ON
30.27,79.02,WET,498.97,OFF
35.03,20.93,WET,967.35,OFF
4.75,88.95,WET,570.56,OFF
23.03,78.09,DRY,707.9,ON
15.73,52.16,WET,842.39,OFF
7.61,32.88,DRY,117.86,ON
7.51,61.57,WET,675.35,OFF
13.6,1.25,DRY,395.35,ON
27.73,49.82,WET,318.08,OFF
26.09,97.11,WET,14.31,OFF
10.24,92.24,WET,555.15,OFF
23.47,50.22,DRY,753.47,ON
15.71,51.46,WET,896.59,OFF
22.3,13.91,WET,39.5,OFF
40.12,97.53,WET,736.47,OFF
8.03,82.32,WET,529.22,OFF
25.73,84.51,WET,988.62,OFF
54.14,32.77,DRY,273.78,ON
58.98,30.02,DRY,757.84,ON
58.88,34.47,WET,259.57,ON
12.91,90.66,WET,566.87,OFF
39.97,55.14,DRY,458.01,ON
53.72,42.04,WET,35.44,ON
49.22,54.2,WET,660.0,ON
49.12,96.15,WET,836.38,ON
5.59,90.13,WET,983.9,OFF
10.92,86.36,DRY,772.55,ON
46.14,92.35,WET,632.11,OFF
8.13,42.0,DRY,910.58,ON
19.65,37.17,DRY,329.39,ON
45.35,62.6,DRY,785.03,ON
54.74,46.54,WET,762.85,ON
56.29,37.1,DRY,666.61,ON
23.01,25.29,WET,434.74,OFF
34.02,22.68,WET,993.77,OFF
4.64,77.36,DRY,646.71,ON
51.1,28.02,WET,300.18,ON
21.73,4.75,DRY,714.26,ON
19.68,24.67,DRY,600.55,ON
35.77,6.22,DRY,861.5,ON
25.75,11.67,WET,791.28,OFF
36.07,86.25,WET,916.18,OFF
49.45,66.58,DRY,735.46,ON
4.64,62.68,WET,495.31,OFF
5.81,74.89,DRY,652.66,ON
54.67,22.68,WET,201.34,ON
40.71,56.51,WET,735.87,OFF
12.27,73.36,WET,202.25,OFF
33.77,45.29,DRY,960.47,ON
32.39,95.46,WET,379.74,OFF
32.5,66.55,WET,764.2,OFF
55.28,35.73,WET,544.65,ON
34.93,60.02,DRY,298.53,ON
56.27,79.71,WET,379.93,ON
42.94,9.49,DRY,116.53,ON
49.62,10.21,DRY,102.68,ON
12.71,96.79,WET,444.9,OFF
47.61,32.43,WET,898.94,OFF
5.53,74.02,DRY,694.54,ON
53.61,55.44,DRY,349.27,ON
2.62,19.69,WET,920.54,OFF
2.27,22.37,DRY,302.0,ON
8.38,21.03,WET,759.87,OFF
24.64,37.64,DRY,306.6,ON
9.62,6.67,WET,719.21,ON
2.77,27.72,WET,812.9,OFF
37.9,53.59,WET,231.23,OFF
56.64,47.28,WET,884.46,ON
16.31,81.2,WET,756.59,OFF
12.9,27.46,DRY,271.37,ON
45.95,16.44,DRY,221.03,ON
52.66,61.11,DRY,706.61,ON
4.47,23.76,WET,457.99,OFF
43.91,72.23,DRY,687.38,ON
56.4,42.16,DRY,184.21,ON
48.77,40.59,DRY,832.12,ON
14.41,91.57,DRY,202.64,ON
41.71,18.03,WET,433.21,OFF
51.95,79.66,DRY,315.49,ON
29.77,72.41,WET,371.69,OFF
25.13,14.38,WET,388.46,OFF
47.22,11.92,WET,98.43,OFF
15.72,46.15,DRY,116.64,ON
18.26,49.5,WET,93.34,OFF
55.25,15.9,DRY,585.07,ON
34.04,34.65,DRY,79.03,ON
50.2,68.62,DRY,953.65,ON
56.43,30.0,DRY,268.46,ON
22.69,24.88,DRY,995.83,ON
28.98,87.58,WET,113.87,OFF
38.3,74.44,WET,920.91,OFF
20.35,89.33,WET,61.56,OFF
45.82,33.29,DRY,24.29,ON
47.32,50.85,WET,474.28,OFF
47.74,5.23,WET,479.11,ON
40.72,69.73,DRY,485.17,ON
19.02,98.79,WET,218.62,OFF
42.06,56.46,DRY,949.09,ON
38.86,23.57,DRY,723.11,ON
0.95,33.53,DRY,610.15,ON
48.14,13.6,WET,86.05,OFF
46.67,85.58,DRY,582.51,ON
53.94,20.5,DRY,97.35,ON
34.0,64.95,WET,847.84,OFF
1.74,87.33,DRY,137.66,ON
17.3,60.15,DRY,922.98,ON
3.25,51.55,WET,815.66,OFF
27.02,38.57,DRY,659.04,ON
29.03,37.13,WET,199.52,OFF
43.91,89.43,WET,603.76,OFF
0.36,4.62,DRY,406.67,ON
23.59,94.69,WET,715.07,OFF
23.93,19.65,WET,278.28,OFF
19.42,40.73,DRY,294.47,ON
10.36,36.91,DRY,3.51,ON
9.78,16.57,WET,61.61,OFF
50.55,61.9,DRY,489.78,ON
7.24,11.18,DRY,727.24,ON
33.0,78.9,WET,299.38,OFF
10.04,59.3,DRY,873.69,ON
38.24,89.59,WET,336.23,OFF
5.44,49.93,DRY,131.52,ON
59.91,61.91,WET,165.6,ON
3.05,41.28,WET,33.52,OFF
36.26,99.95,DRY,815.66,ON
31.55,63.06,DRY,718.84,ON
22.27,3.25,DRY,925.08,ON
16.47,88.24,DRY,593.99,ON
48.79,99.9,DRY,515.99,ON
56.07,39.37,WET,729.08,ON
3.48,72.2,WET,706.29,OFF
53.33,99.46,WET,903.33,ON
49.56,29.76,WET,902.79,ON
10.06,28.73,DRY,254.85,ON
24.26,24.43,WET,956.58,OFF
55.58,40.94,DRY,313.37,ON
57.28,96.84,WET,351.58,ON
17.32,34.63,WET,299.97,OFF
56.85,35.76,DRY,257.07,ON
32.58,17.39,WET,173.71,OFF
39.5,34.21,DRY,23.97,ON
34.73,84.93,DRY,540.46,ON
25.46,21.03,DRY,531.48,ON
31.85,73.15,DRY,374.11,ON
48.89,47.68,WET,491.95,OFF
30.85,21.49,DRY,530.26,ON
20.31,33.11,WET,462.61,OFF
18.21,16.04,WET,805.12,OFF
20.23,79.55,DRY,253.46,ON
32.33,4.74,WET,84.83,ON
10.45,13.47,WET,332.49,OFF
17.22,41.78,WET,168.17,OFF
7.17,86.53,WET,781.64,OFF
54.67,72.73,DRY,451.66,ON
37.71,46.56,DRY,543.43,ON
22.37,50.15,WET,531.49,OFF
0.37,12.2,DRY,496.04,ON
35.96,82.34,DRY,18.66,ON
23.05,99.1,DRY,894.47,ON
47.97,36.11,DRY,407.52,ON
20.29,92.16,DRY,721.11,ON
31.37,40.08,WET,497.11,OFF
44.98,88.63,DRY,226.78,ON
26.34,88.26,WET,674.02,OFF
32.78,21.92,DRY,131.61,ON
48.83,60.61,DRY,578.92,ON
15.63,88.27,DRY,961.37,ON
54.57,56.59,WET,861.4,ON
8.67,60.98,DRY,36.92,ON
45.5,32.75,WET,871.86,OFF
27.25,49.38,WET,740.03,OFF
47.91,70.3,DRY,72.89,ON
25.94,75.61,WET,602.88,OFF
55.13,57.44,WET,563.66,ON
14.15,11.07,WET,639.57,OFF
37.37,81.88,WET,760.59,OFF
50.72,99.47,WET,363.85,ON
1.27,72.69,DRY,496.74,ON
5.88,72.33,WET,638.95,OFF
1.91,46.57,WET,421.62,OFF
7.95,36.53,WET,12.38,OFF
50.58,86.71,DRY,494.04,ON
58.51,93.7,WET,933.04,ON
14.16,88.38,DRY,584.22,ON
38.94,54.47,DRY,677.35,ON
24.44,8.79,DRY,504.4,ON
45.64,80.64,DRY,308.95,ON
30.29,58.64,DRY,962.21,ON
40.96,73.39,DRY,407.09,ON
20.1,38.53,WET,633.24,OFF
53.02,85.71,DRY,283.71,ON
49.47,13.21,DRY,703.62,ON
51.71,70.83,WET,530.04,ON
36.38,36.87,DRY,196.41,ON
31.04,50.48,WET,587.79,OFF
26.87,33.07,DRY,882.79,ON
3.29,96.38,WET,669.77,OFF
6.25,57.65,DRY,540.27,ON
9.15,43.24,DRY,603.12,ON
57.18,71.17,WET,717.07,ON
4.88,79.63,WET,629.09,OFF
26.62,21.04,DRY,461.34,ON
46.22,94.62,WET,807.77,OFF
3.13,71.66,DRY,64.94,ON
53.95,55.34,DRY,11.33,ON
4.77,39.09,WET,799.6,OFF
31.9,27.93,WET,645.98,OFF
3.2,94.53,DRY,891.04,ON
45.94,76.06,WET,522.45,OFF
58.06,73.21,WET,653.2,ON
29.14,30.98,DRY,198.57,ON
8.71,40.86,DRY,86.99,ON
27.73,71.74,DRY,799.85,ON
57.17,8.77,WET,885.48,ON
36.48,0.18,DRY,151.5,ON
45.94,79.78,WET,238.89,OFF
51.47,37.06,DRY,988.27,ON
42.98,82.6,DRY,153.32,ON
43.34,61.99,WET,565.09,OFF
46.59,29.92,WET,979.13,OFF
4.15,43.77,DRY,325.33,ON
36.6,60.35,DRY,822.85,ON
40.79,44.01,WET,177.57,OFF
53.49,18.19,WET,284.7,ON
25.79,83.26,WET,860.17,OFF
40.82,89.71,DRY,373.83,ON
0.38,74.12,WET,324.21,OFF
42.67,81.08,WET,963.74,OFF
26.94,48.11,DRY,134.41,ON
48.76,26.64,WET,162.89,OFF
3.87,35.87,DRY,705.23,ON
15.54,40.8,WET,187.88,OFF
16.44,25.28,DRY,882.16,ON
23.88,38.55,DRY,946.93,ON
26.71,76.08,WET,39.85,OFF
41.3,75.32,DRY,59.63,ON
20.97,46.65,DRY,640.43,ON
54.49,92.18,WET,350.44,ON
50.99,86.89,WET,602.89,ON
50.12,27.79,WET,813.48,ON
16.69,64.59,WET,595.4,OFF
22.61,86.36,DRY,342.57,ON
53.13,39.21,DRY,667.52,ON
35.32,70.56,WET,211.4,OFF
33.01,88.31,WET,209.94,OFF
12.63,71.96,WET,734.28,OFF
49.94,11.41,WET,589.61,ON
36.53,20.93,WET,887.23,OFF
52.61,34.15,WET,830.27,ON
3.03,66.45,WET,218.48,OFF
22.51,9.68,WET,662.65,ON
58.85,95.64,WET,923.16,ON
34.5,98.57,DRY,333.87,ON
48.9,6.71,WET,973.37,ON
59.1,11.18,WET,106.34,ON
22.44,64.1,WET,840.4,OFF
12.12,58.47,WET,485.53,OFF
4.51,90.51,WET,422.26,OFF
46.1,27.57,WET,724.6,OFF
42.88,19.03,DRY,5.83,ON
2.56,25.86,DRY,467.46,ON
31.15,1.65,DRY,752.61,ON
53.76,36.56,WET,229.94,ON
43.01,98.51,DRY,522.4,ON
2.78,26.08,WET,955.95,OFF
39.21,49.92,WET,49.87,OFF
14.57,53.17,DRY,67.01,ON
2.4,6.3,DRY,858.68,ON
48.32,51.08,WET,634.16,OFF
1.92,22.66,WET,38.5,OFF
49.56,83.32,DRY,401.64,ON
19.53,85.53,WET,44.71,OFF
27.01,52.12,DRY,307.38,ON
28.59,8.79,WET,557.15,ON
32.77,49.47,DRY,838.59,ON
17.99,58.27,DRY,899.72,ON
8.57,30.47,WET,705.17,OFF
14.02,23.86,DRY,482.39,ON
38.06,63.96,WET,862.36,OFF
43.58,36.75,DRY,957.92,ON
3.0,22.44,WET,553.63,OFF
49.48,26.33,DRY,15.87,ON
13.24,89.4,DRY,304.24,ON
9.12,20.22,WET,653.71,OFF
20.31,87.76,DRY,461.99,ON
3.52,76.59,WET,756.76,OFF
51.88,18.57,DRY,877.59,ON
51.47,27.48,WET,136.62,ON
56.63,56.31,WET,989.24,ON
54.56,37.76,DRY,65.54,ON
14.08,7.5,DRY,399.92,ON
7.36,64.93,WET,602.44,OFF
36.71,48.44,DRY,154.42,ON
26.92,1.96,DRY,799.17,ON
0.83,58.36,DRY,993.06,ON
28.87,2.57,WET,822.38,ON
7.97,32.66,WET,667.32,OFF
29.2,27.47,DRY,911.81,ON
7.07,64.26,WET,931.53,OFF
24.39,48.41,DRY,83.95,ON
42.17,94.76,DRY,389.95,ON
42.58,49.75,DRY,77.66,ON
29.28,89.52,DRY,515.64,ON
15.33,94.23,DRY,404.7,ON
5.59,62.53,DRY,752.32,ON
51.62,73.92,DRY,764.98,ON
44.28,25.37,DRY,786.12,ON
50.25,55.2,WET,82.97,ON
31.58,89.4,DRY,528.02,ON
47.16,89.9,WET,119.77,OFF
3.19,20.24,DRY,95.71,ON
58.55,3.83,WET,425.07,ON
28.11,31.74,WET,651.25,OFF
57.07,11.11,DRY,583.64,ON
26.75,60.66,WET,858.85,OFF
28.87,62.07,DRY,690.96,ON
39.6,80.17,DRY,192.38,ON
56.75,98.75,DRY,620.37,ON
57.81,8.74,WET,80.34,ON
45.66,31.99,WET,111.07,OFF
54.44,23.89,DRY,846.3,ON
1.52,99.28,DRY,174.57,ON
46.51,51.22,DRY,386.35,ON
5.34,88.39,DRY,467.06,ON
33.06,72.73,WET,274.18,OFF
26.53,96.82,WET,58.37,OFF
34.47,73.13,WET,192.25,OFF
9.8,53.66,WET,754.61,OFF
13.77,5.08,DRY,522.42,ON
38.13,1.97,WET,866.41,ON
53.77,21.91,WET,989.81,ON
42.9,86.0,WET,841.61,OFF
23.08,87.27,WET,838.68,OFF
54.58,55.01,DRY,651.35,ON
28.84,49.01,DRY,858.24,ON
11.17,20.51,DRY,566.31,ON
52.09,13.58,WET,682.5,ON
59.45,21.5,DRY,942.63,ON
1.97,64.21,WET,799.67,OFF
14.06,24.35,WET,929.0,OFF
14.46,98.7,DRY,294.67,ON
1.13,86.68,DRY,316.4,ON
0.75,94.61,DRY,167.03,ON
49.04,44.85,WET,387.08,ON
48.6,54.05,WET,485.14,OFF
30.28,45.1,WET,499.93,OFF
30.4,81.58,WET,748.7,OFF
18.53,86.84,WET,722.15,OFF
46.12,42.52,WET,624.33,OFF
47.45,71.48,WET,23.1,OFF
21.11,45.81,WET,770.46,OFF
56.84,70.37,DRY,50.5,ON
2.86,92.68,DRY,390.24,ON
26.62,9.03,DRY,268.2,ON
42.62,12.38,DRY,769.32,ON
30.14,42.29,DRY,790.12,ON
10.61,81.05,WET,751.4,OFF
16.49,14.66,DRY,739.87,ON
51.18,39.77,DRY,824.7,ON
41.66,35.49,WET,215.39,OFF
39.91,81.79,DRY,689.26,ON
50.8,67.96,WET,590.04,ON
38.99,11.76,WET,243.13,OFF
42.58,62.89,DRY,436.84,ON
27.68,72.26,WET,642.55,OFF
1.32,59.69,WET,827.3,OFF
36.75,86.79,WET,404.96,OFF
44.44,57.42,DRY,288.78,ON
16.85,0.63,DRY,581.53,ON
41.98,89.54,DRY,988.43,ON
30.96,13.28,DRY,279.37,ON
55.15,86.04,DRY,296.64,ON
57.15,50.38,DRY,265.44,ON
28.17,2.83,DRY,55.01,ON
50.17,54.67,DRY,733.65,ON
50.21,26.44,WET,157.52,ON
39.28,30.09,WET,121.24,OFF
32.18,40.93,WET,661.45,OFF
15.39,3.62,DRY,284.99,ON
27.66,44.57,WET,665.21,OFF
46.49,99.57,WET,945.57,OFF
30.62,34.23,WET,928.17,OFF
2.38,36.19,WET,324.9,OFF
21.85,46.27,WET,759.29,OFF
16.31,48.21,DRY,379.46,ON
20.36,61.9,DRY,130.16,ON
38.79,91.78,WET,917.19,OFF
39.96,45.02,WET,479.93,OFF
6.28,19.5,DRY,576.73,ON
24.6,34.95,DRY,266.65,ON
2.63,66.99,DRY,628.29,ON
13.31,1.09,WET,291.76,ON
2.58,25.28,WET,198.34,OFF
20.38,37.69,DRY,133.75,ON
5.79,72.44,WET,640.92,OFF
2.07,40.11,DRY,299.2,ON
5.4,84.61,WET,558.65,OFF
4.1,98.83,DRY,830.31,ON
43.84,61.3,WET,580.2,OFF
49.4,79.03,DRY,737.87,ON
25.4,30.43,DRY,950.56,ON
13.33,31.41,WET,206.2,OFF
38.13,2.39,WET,748.8,ON
58.82,79.98,WET,286.43,ON
53.07,37.98,WET,955.76,ON
7.19,94.34,DRY,833.93,ON
27.02,29.49,DRY,225.96,ON
38.22,88.85,WET,623.46,OFF
14.1,4.03,WET,844.68,ON
27.08,34.2,DRY,702.22,ON
19.64,44.09,WET,759.37,OFF
21.8,18.85,WET,842.05,OFF
29.9,84.28,DRY,714.57,ON
18.95,18.86,DRY,211.21,ON
25.1,89.6,DRY,748.09,ON
30.98,70.26,WET,472.12,OFF
56.94,50.98,DRY,757.22,ON
5.77,93.82,WET,137.9,OFF
14.16,71.22,WET,45.42,OFF
6.54,85.28,DRY,535.88,ON
48.83,86.65,WET,686.04,OFF
8.85,62.81,DRY,959.17,ON
29.93,21.62,WET,601.47,OFF
50.97,31.71,DRY,845.23,ON
28.2,12.6,DRY,647.96,ON
14.48,65.64,DRY,414.57,ON
21.32,55.83,DRY,15.53,ON
18.8,8.57,WET,475.49,ON
44.43,71.04,DRY,553.99,ON
58.4,57.87,WET,701.17,ON
14.3,14.07,DRY,231.07,ON
46.33,45.14,DRY,741.19,ON
20.68,15.46,DRY,124.75,ON
54.16,94.96,DRY,510.36,ON
49.54,33.11,DRY,743.35,ON
52.12,28.71,WET,771.53,ON
2.82,55.09,WET,738.58,OFF
58.32,39.72,DRY,311.58,ON
33.06,56.34,WET,595.69,OFF
22.97,34.2,WET,456.87,OFF
14.11,97.14,WET,982.73,OFF
42.09,24.48,DRY,312.48,ON
1.07,6.42,DRY,465.8,ON
51.68,17.33,DRY,535.33,ON
59.05,33.71,WET,845.54,ON
22.9,71.61,DRY,501.83,ON
12.74,53.04,DRY,887.67,ON
21.18,10.03,DRY,998.36,ON
23.59,5.44,DRY,205.05,ON
9.12,37.25,WET,326.73,OFF
40.47,59.46,DRY,253.25,ON
30.97,89.73,WET,714.16,OFF
17.19,4.77,WET,936.89,ON
38.19,98.26,DRY,226.95,ON
11.9,41.08,WET,845.89,OFF
18.57,17.41,WET,462.64,OFF
55.48,22.86,DRY,222.74,ON
7.35,70.73,DRY,862.66,ON
5.62,95.67,WET,438.3,OFF
44.27,13.94,DRY,933.61,ON
48.06,34.29,DRY,187.89,ON
40.73,76.11,DRY,428.32,ON
13.48,74.33,DRY,526.1,ON
46.9,56.74,WET,164.81,OFF
18.57,52.59,WET,238.84,OFF
18.36,59.7,DRY,627.02,ON
47.32,47.8,WET,382.39,OFF
45.82,93.69,WET,884.77,OFF
24.25,50.81,DRY,432.81,ON
32.96,12.22,DRY,601.26,ON
32.44,96.16,DRY,72.14,ON
41.81,10.19,DRY,716.56,ON
26.18,46.85,DRY,402.97,ON
17.57,3.29,WET,217.99,ON
36.65,97.79,DRY,578.15,ON
57.64,98.56,WET,124.35,ON
59.38,77.67,WET,663.6,ON
16.05,52.87,WET,117.79,OFF
22.53,41.48,DRY,752.59,ON
7.57,76.8,WET,534.91,OFF
27.35,14.54,WET,855.97,OFF
11.97,50.62,WET,735.31,OFF
25.71,24.13,DRY,910.39,ON
7.44,8.7,DRY,44.17,ON
36.23,92.43,DRY,84.31,ON
17.19,9.34,DRY,818.75,ON
37.26,20.58,WET,475.48,OFF
11.71,34.72,WET,992.95,OFF
39.37,79.83,WET,396.1,OFF
3.81,5.04,WET,959.15,ON
29.73,35.4,WET,182.34,OFF
15.66,90.8,WET,429.25,OFF
28.73,30.2,WET,621.94,OFF
37.2,18.43,DRY,428.11,ON
20.74,62.42,DRY,346.6,ON
10.03,48.28,WET,247.46,OFF
51.64,85.39,WET,63.99,ON
32.02,93.39,WET,45.68,OFF
18.94,69.53,WET,407.36,OFF
32.29,50.94,WET,659.26,OFF
42.37,17.28,WET,152.48,OFF
28.39,76.01,WET,4.98,OFF
44.03,46.48,DRY,402.74,ON
56.89,29.38,DRY,893.24,ON
6.71,69.87,DRY,624.8,ON
55.03,22.16,DRY,886.47,ON
13.37,14.53,WET,257.16,OFF
49.97,36.52,WET,932.48,ON
23.5,69.35,DRY,10.56,ON
54.24,7.4,WET,383.51,ON
37.57,59.19,DRY,729.14,ON
23.51,33.93,DRY,26.14,ON
18.98,66.97,WET,261.29,OFF
55.17,6.97,WET,204.59,ON
22.91,10.94,DRY,496.48,ON
52.86,93.8,WET,747.04,ON
21.42,45.02,DRY,916.48,ON
49.51,82.83,DRY,425.12,ON
5.39,78.72,WET,70.96,OFF
29.81,77.36,WET,655.98,OFF
55.69,59.68,DRY,252.94,ON
32.86,42.11,DRY,153.25,ON
31.3,30.22,DRY,147.36,ON
47.92,46.89,DRY,11.59,ON
30.39,74.76,WET,62.16,OFF
2.27,40.12,DRY,323.51,ON
45.56,54.27,WET,809.72,OFF
26.71,87.12,DRY,867.99,ON
40.92,63.53,DRY,171.32,ON
13.59,87.72,DRY,985.14,ON
59.01,98.18,WET,199.02,ON
53.98,90.68,DRY,232.07,ON
50.16,89.89,DRY,563.74,ON
21.89,50.69,WET,370.44,OFF
0.62,11.17,WET,86.52,OFF
49.22,72.11,DRY,290.59,ON
26.79,59.46,DRY,113.74,ON
26.32,94.82,WET,77.41,OFF
37.24,5.93,DRY,58.19,ON
24.2,91.2,DRY,730.5,ON
10.21,70.65,WET,315.47,OFF
46.21,31.62,DRY,759.99,ON
45.44,75.56,DRY,262.93,ON
41.38,70.87,WET,422.24,OFF
29.59,38.78,WET,271.67,OFF
15.3,3.69,WET,723.07,ON
11.05,99.51,WET,209.03,OFF
58.49,61.84,DRY,811.13,ON
55.02,52.54,WET,437.27,ON
54.56,98.76,DRY,163.9,ON
6.22,71.8,WET,443.11,OFF
17.3,93.03,WET,681.59,OFF
35.05,91.36,DRY,548.33,ON
52.57,13.12,DRY,720.94,ON
45.12,88.16,DRY,643.29,ON
15.8,83.97,DRY,415.26,ON
29.71,56.91,DRY,720.82,ON
23.96,74.91,DRY,457.43,ON
49.76,60.53,DRY,115.17,ON
4.06,80.88,WET,15.03,OFF
37.16,27.48,DRY,506.65,ON
13.21,7.9,WET,250.38,ON
44.34,98.41,WET,98.02,OFF
15.17,14.21,WET,822.74,OFF
13.45,55.52,DRY,349.36,ON
18.31,4.83,DRY,532.71,ON
18.84,90.73,WET,264.86,OFF
33.43,11.86,DRY,805.43,ON
0.54,10.77,DRY,275.03,ON
51.12,18.98,WET,871.5,ON
55.85,24.77,DRY,245.7,ON
15.05,93.76,WET,111.8,OFF
52.98,37.69,WET,312.16,ON
5.22,91.16,DRY,725.14,ON
5.46,51.48,DRY,878.92,ON
8.9,45.62,WET,673.16,OFF
6.01,20.46,DRY,711.25,ON
49.1,88.81,WET,295.91,ON
35.92,3.2,WET,729.5,ON
33.03,92.42,DRY,413.04,ON
2.7,28.07,WET,337.29,OFF
25.42,71.16,WET,783.65,OFF
3.11,52.92,WET,878.65,OFF
32.69,54.78,WET,888.46,OFF
57.18,77.75,DRY,163.68,ON
33.45,33.22,WET,840.56,OFF
39.16,65.83,WET,322.84,OFF
35.42,67.81,WET,745.42,OFF
8.98,66.13,WET,538.98,OFF
31.27,70.6,DRY,464.56,ON
23.19,89.06,DRY,695.88,ON
13.54,17.11,WET,765.92,OFF
32.89,25.26,WET,864.37,OFF
33.32,62.49,DRY,215.78,ON
53.48,1.58,WET,392.59,ON
11.37,7.79,DRY,746.84,ON
18.01,31.7,WET,271.22,OFF
31.54,96.97,DRY,503.87,ON
6.88,88.23,WET,124.38,OFF
54.81,50.88,WET,984.78,ON
56.6,52.95,DRY,973.3,ON
38.67,46.19,DRY,22.43,ON
33.22,49.06,WET,183.51,OFF
35.71,32.91,WET,799.7,OFF
22.34,67.93,WET,351.8,OFF
19.6,53.68,DRY,56.26,ON
29.76,70.09,DRY,820.93,ON
45.37,57.96,DRY,688.73,ON
23.35,93.65,WET,683.74,OFF
11.18,55.17,WET,723.65,OFF
8.64,16.65,DRY,656.65,ON
36.84,44.76,DRY,618.9,ON
47.64,14.69,WET,923.3,OFF
1.18,97.21,WET,643.95,OFF
17.82,44.16,DRY,239.07,ON
59.51,82.95,WET,141.68,ON
58.83,60.92,WET,117.18,ON
54.51,98.72,WET,287.59,ON
1.1,85.34,DRY,69.95,ON
15.47,16.21,DRY,152.7,ON
24.23,90.94,DRY,205.08,ON
19.66,89.51,DRY,897.16,ON
7.64,91.75,DRY,78.31,ON
43.29,1.75,WET,519.47,ON
13.88,18.78,WET,951.66,OFF
38.08,19.55,DRY,513.65,ON
53.89,79.7,WET,495.69,ON
51.13,41.05,WET,587.71,ON
18.05,38.79,WET,270.32,OFF
3.35,28.32,WET,509.03,OFF
17.5,43.5,DRY,711.19,ON
12.41,25.61,DRY,675.05,ON
47.65,37.05,WET,298.57,OFF
37.18,61.01,WET,541.03,OFF
13.25,28.55,DRY,749.31,ON
9.38,67.36,DRY,816.46,ON
54.87,60.31,DRY,220.43,ON
54.23,55.77,WET,181.63,ON
7.36,95.34,WET,701.51,OFF
9.74,32.22,WET,988.96,OFF
24.4,69.25,DRY,322.4,ON
32.16,36.94,DRY,702.51,ON
24.11,96.13,DRY,439.01,ON
1.95,64.94,WET,648.45,OFF
45.6,51.14,WET,712.56,OFF
9.18,91.11,DRY,750.46,ON
44.0,11.99,DRY,408.3,ON
48.11,28.83,WET,382.01,OFF
45.19,53.16,DRY,363.48,ON
41.41,45.84,DRY,142.42,ON
41.09,61.71,DRY,367.86,ON
12.73,99.3,WET,796.89,OFF
23.17,50.29,WET,597.37,OFF
26.78,50.62,WET,579.71,OFF
55.33,83.77,DRY,715.28,ON
56.29,84.46,DRY,209.47,ON
15.24,64.72,DRY,793.88,ON
33.67,86.22,WET,286.33,OFF
50.04,49.91,WET,304.56,ON
29.27,41.31,WET,190.11,OFF
47.7,31.49,WET,89.58,OFF
59.93,58.0,DRY,178.13,ON
53.22,34.72,DRY,697.7,ON
8.4,58.67,WET,100.52,OFF
8.83,89.34,WET,626.53,OFF
23.9,44.49,WET,898.72,OFF
20.72,69.76,WET,408.35,OFF
3.34,87.72,WET,379.86,OFF
8.71,71.67,WET,600.94,OFF
0.98,36.47,WET,166.42,OFF
8.18,29.93,WET,780.82,OFF
39.68,78.14,WET,974.12,OFF
6.01,81.13,WET,38.32,OFF
42.12,43.97,WET,219.9,OFF
9.15,96.24,WET,865.34,OFF
17.77,94.42,DRY,611.14,ON
5.67,28.69,DRY,405.7,ON
38.06,25.23,DRY,109.56,ON
7.43,20.74,WET,397.03,OFF
17.21,98.11,WET,879.44,OFF
53.07,39.77,WET,872.44,ON
7.26,37.41,DRY,131.83,ON
15.17,49.5,DRY,391.02,ON
18.77,41.22,DRY,851.63,ON
44.17,58.69,WET,32.08,OFF
52.2,95.81,DRY,309.84,ON
8.54,53.38,DRY,752.08,ON
13.45,43.73,WET,127.97,OFF
52.51,17.49,DRY,578.84,ON
15.09,40.76,WET,823.71,OFF
49.29,83.98,WET,972.04,ON
25.85,56.63,WET,420.1,OFF
10.91,64.81,WET,388.3,OFF
55.79,0.31,DRY,592.99,ON
31.24,73.25,WET,133.14,OFF
23.33,16.87,WET,249.86,OFF
18.11,47.99,DRY,676.08,ON
6.13,24.64,WET,152.25,OFF
40.8,62.42,WET,297.85,OFF
45.68,46.78,DRY,843.12,ON
54.99,20.9,WET,928.81,ON
33.11,61.33,DRY,597.04,ON
21.69,82.09,DRY,280.95,ON
15.05,25.12,DRY,326.81,ON
42.37,64.01,WET,936.12,OFF
42.16,44.88,WET,563.61,OFF
17.0,47.78,WET,22.32,OFF
26.71,16.8,WET,23.85,OFF
